관리기관명,소재지지번주소,설치년월,보관일수,카메라대수,경도,소재지도로명주소,위도,설치목적구분,촬영방면정보,데이터기준일자,카메라화소수,관리기관전화번호
경기도 성남시청,경기도 성남시 분당구 삼평동 718-2번지 사송사거리(이매동 벌말사거리 방향),2011-06,,4,127.1164218,경기도 성남시 분당구 사송사거리,37.4062829,차량방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 545-3번지 세계로사거리 경남아너스빌 옆,2011-06,,4,127.091844,경기도 성남시 분당구 세계로사거리,37.3801584,차량방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 단대동 75번지 단대초등학교 후문,2010-04,,1,127.1590602,"경기도 성남시 수정구 단대로 30, 단대초등학교  후문(단대동)",37.4529819,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 수정구 고등동 511-6번지 왕남초등학교 부근,2010-04,,1,127.0988803,,37.4265679,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 중원구 금광2동 3087번지 홍능정육점 부근,2010-04,,1,127.1657176,"경기도 성남시 중원구 금빛로61번길 12, 홍능정육점부근  (금광동)",37.4471649,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 359-3 경기마트 앞 공영주차장부근,2010-04,,1,127.1791916,,37.4345263,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현1동 323-5번지 율동공원 입구,2010-04,,1,127.1475416,,37.3795051,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현2동 343-5번지 부근,2010-04,,1,127.139211,,37.3769473,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 신흥1동 5180,2006-08,,1,127.1425564,"경기도 성남시 수정구 시민로 165, (신흥동, 샤르망)",37.4426714,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥1동 6912,2006-08,,1,127.1418559,"경기도 성남시 수정구 산성대로 217, (신흥동)",37.4386025,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥2동 2463-4 (롯데시네마 앞),2009-11,,1,127.1528171,"경기도 성남시 수정구 산성대로 331, 롯데시네마앞  (신흥동)",37.4436918,교통단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 신흥3동 2482,2006-08,,1,127.1496871,"경기도 성남시 수정구 산성대로 297, (신흥동)",37.4422895,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥3동 2495,2006-08,,1,127.1484809,"경기도 성남시 수정구 산성대로 285, (신흥동)",37.4416293,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥3동 3778,2006-08,,1,127.1440494,"경기도 성남시 수정구 시민로 144-1, (신흥동)",37.441072,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥3동 4223-2,2009-11,,1,127.1445606,"경기도 성남시 수정구 산성대로 247, (신흥동)",37.4400431,교통단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 태평1동 6111,2006-08,,1,127.1273539,"경기도 성남시 수정구 성남대로 1278, (태평동)",37.443781,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 태평1동 6973,2006-08,,1,127.1273185,"경기도 성남시 수정구 성남대로 1235, (태평동)",37.4400143,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 태평2동 288-16,2006-08,,1,127.1385679,,37.4470805,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 태평3동 6416,2006-08,,1,127.1311489,"경기도 성남시 수정구 제일로 173, (태평동)",37.4418176,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 571번지 정자목어린이공원(팔각정)앞,2011-06,,1,127.1105407,,37.3849172,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 신흥2동 30번지 성남신흥초등학교 정문앞,2013-06,,1,127.1434845,"경기도 성남시 수정구 수정로 283, 성남신흥초등학교  정문앞(신흥동)",37.450552,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 583-1번지(변경전 : 백현동 622-12번지),2011-06,,1,127.1127747,"경기도 성남시 분당구 판교역로2번길 12, 변경전:백현동 622동 12호 번지(백현동)",37.3844215,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 576-3번지(변경전 : 백현동 608-11번지),2011-06,,1,127.1103031,"경기도 성남시 분당구 판교역로 20, 변경전:백현동 608동 11호 번지(백현동)",37.3839534,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 518-2번지 E12-1블럭 내 소도로 (낙원중학교 앞),2011-06,,1,127.0970745,경기도 성남시 분당구 내소도로,37.3986196,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 512-4번지 낙원중학교 정문 앞 큰삼거리(주택지역 입구),2011-06,,4,127.0965161,경기도 성남시 분당구 정문앞큰삼거리,37.398101,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 532번지 봄볕어린이 공원,2011-06,,1,127.0973663,,37.3982826,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 529-9번지 E12-1블럭 내 어린이 공원 부근,2011-06,,1,127.0978107,,37.3981714,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 534-13번지 E12-1블럭 보행자 출입구 (체육공원 건너편),2011-06,,1,127.0977564,,37.397328,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 539-12번지 E12-1블럭 내부 (원불교 건너편),2011-06,,1,127.0989487,,37.3966195,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 542-8번지 E12-1블럭 내부 (체육공원 입구 반대편),2011-06,,1,127.0983982,,37.3958482,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 522-9번지 E12-1블럭 내 자동크린넷 앞 (낙원중학교 방면),2011-06,,1,127.0979525,,37.3995107,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 551-1번지 낙생초등학교 앞 삼거리,2011-06,,5,127.0983747,경기도 성남시 분당구 앞삼거리,37.3940696,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 554-5번지 낙생초등학교 정문 앞,2011-06,,4,127.0984731,,37.3934849,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 557-9번지 E11-1블럭 내 (낙생초등학교 후문방향),2011-06,,1,127.0997642,,37.3931056,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 563-8번지 E11-1블럭 내,2011-06,,1,127.0992791,,37.3923123,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 562-10번지 E11-1블럭 내 분수공원 건너편,2011-06,,1,127.0983486,,37.3919164,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 568-16번지 E10-1블럭 내 자동크린넷 앞,2011-06,,1,127.0994625,,37.3906929,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 569-15번지 E10-1블럭 내 자동크린넷 주변,2011-06,,1,127.0997617,,37.3901549,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 573번지 너른들어린이 공원 내부,2011-06,,1,127.0991994,,37.3901587,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 568-16번지 E10-1블럭 내 경부고속도로 방향,2011-06,,1,127.0994625,경기도 성남시 분당구 내경부고속도로,37.3906929,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 584-1번지 원마을 9단지 보행자 출입로 앞 사거리 (대로변),2011-06,,1,127.0932663,"경기도 성남시 분당구 서판교로 29, 앞 사거리 변(판교동, 판교원마을한림풀에버아파트)",37.3888509,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 638-5번지 원마을 8단지 정문(주출입구) 주변,2011-06,,1,127.0934378,"경기도 성남시 분당구 판교원로 255, 정문 주출입구 주변(판교동, 판교원마을8단지상록아파트)",37.3872406,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 638-2번지 F9-1블럭 주출입구 앞 사거리,2011-06,,1,127.0919811,경기도 성남시 분당구 앞사거리,37.3863057,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 508-9번지 E13-1블럭 외곽 소도로변 산불감시카메라 앞,2011-06,,1,127.0948201,,37.4031232,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 51번지 벌말어린이공원(분당60호),2012-10,,4,127.1011952,"경기도 성남시 분당구 대왕판교로 15, 벌말어린이공원분당 60호 (동원동)",37.3449768,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 516-13번지 E8-1블럭 내 자동크린넷 앞,2011-06,,1,127.0929332,,37.3983459,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교공원 내 산책로 주변,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로180번길 18-2, 주변  (판교동)",37.4022329,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교원마을 1단지(106동) 옆 판교공원 내 생태공원 입구,2011-06,,1,127.0949281,"경기도 성남시 분당구 판교로 50, 106동  옆 판교공원 내 생태공원 입구(판교동, 판교원마을주공휴먼시아1단지)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 홍보관 뒤 청소년 수련시설(구름다리) 앞,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로180번길 18-2, 판교홍보관뒤청소년수련시설구름다리앞  (판교동)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교원마을 1단지(108동) 옆 판교공원 입구,2011-06,,1,127.0949281,"경기도 성남시 분당구 판교로 50, 108동  옆 판교공원 입구(판교동, 판교원마을주공휴먼시아1단지)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 614-13번지 판교도서관 주차장 입구,2011-06,,1,127.0893925,,37.3917092,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 623-1번지 원마을 2단지 보행자 출입구 앞 (저류지),2011-06,,1,127.0865641,"경기도 성남시 분당구 판교로 30, 보행자 출입구 앞 저류지(판교동, 판교원마을2단지푸르지오아파트)",37.3901177,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 624-1번지 농협(서판교지점)앞 저류지 입구,2011-06,,1,127.0900327,,37.3890903,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 628-1번지 원마을 6단지 운중천 구름다리 입구,2011-06,,1,127.090741,"경기도 성남시 분당구 판교원로 209, 운중천 구름다리 입구(판교동, 판교원마을진원제비앙아파트)",37.3887861,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 596-4번지 F7-1블럭 주택지역 내 어린이공원 / 보행자 출입로 사이,2011-06,,1,127.0917723,경기도 성남시 분당구 내어린이공원/보행자출입로,37.3900165,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 513-3번지 영운정사 화장실 앞,2011-06,,1,127.0932164,,37.3983863,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 원마을 11단지 뒷편 체육공원 내,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로 147, 판교  뒷편 체육공원 내(판교동, 판교원마을현대힐스테이트아파트)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 559-7번지 E11-1블럭 내 서판교 차량 출입구 건너편 (주택지역),2011-06,,1,127.1003456,,37.3927409,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 562-12번지 E11-1블럭 내 분수공원 건너편,2011-06,,1,127.0981206,,37.3909771,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 581-10번지 E10-1블럭 내 자동크린넷 주변 (운중로 방향),2011-06,,1,127.1003685,,37.3891111,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 577-5번지 판교동 주민센터 앞 사거리 (E10-1블럭 내),2011-06,,1,127.0988265,경기도 성남시 분당구 앞사거리,37.3896021,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 898-6번지 성내미터널입구 사거리,2011-06,,1,127.096792,경기도 성남시 분당구 사거리,37.390889,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 518-3번지 열병합발전소 진입로 (서판교 진입로),2011-06,,1,127.096203,경기도 성남시 분당구 진입로,37.399214,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 585-1번지 피크닉장 내부 (원마을 9단지 후문),2011-06,,1,127.0946394,"경기도 성남시 분당구 서판교로 29, 피크닉장 내부  후문(판교동, 판교원마을한림풀에버아파트)",37.3888459,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 528-1번지,2013-10,,3,127.098689,"경기도 성남시 분당구 서판교로132번길 26, (판교동)",37.3992942,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 366-7번지(판교동 관할),2014-12,,1,127.1010057,"경기도 성남시 분당구 대왕판교로385번길 7, 관할  (백현동)",37.3780077,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 553번지(판교제2어린이집),2014-11,,1,127.0912275,"경기도 성남시 분당구 운중로225번길 37, 판교제 2호 어린이집(판교동)",37.3944068,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 632번지(시립판교어린이집),2014-11,,1,127.0882133,"경기도 성남시 분당구 판교원로 200, 시립판교어린이집  (판교동)",37.3859299,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 547 미르어린이공원,2014-11,,4,127.0992552,,37.3950009,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 532 봄볕어린이공원,2014-11,,4,127.0973663,,37.3982826,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 647 낙생어린이공원,2014-11,,3,127.1002632,,37.3868705,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 508-7번지,2015-11,,3,127.1246814,,37.3766914,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 513-3번지 영운정사 입구,2011-06,,1,127.0932164,,37.3983863,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 724-1번지 삼평유치원 앞,2011-06,,1,127.1166321,,37.4021932,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 722-4번지 이황초등학교 후문 앞(보행자출입구),2011-06,,3,127.1149373,,37.4017696,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 731번지 삼평어린이공원 내부,2011-06,,1,127.1150416,,37.3995285,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 729번지 봇들마을 6단지 건너편 봇들어린이공원 내부,2011-06,,1,127.1183055,"경기도 성남시 분당구 동판교로 212, 건너편 봇들어린이공원 내부(삼평동, 봇들마을주공6단지)",37.3995763,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 680-1번지 NHN/네오위지 빌딩 앞 공원 내부,2011-06,,1,127.1076887,,37.4015621,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 689-1번지 LIG 넥스윈 빌딩 옆 폭포공원 입구,2011-06,,1,127.1109663,,37.4037281,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 669번지 ㈜엔씨소프트 빌딩 옆 판교테크노파크공원(공공화장실 앞),2011-06,,5,127.1081982,"경기도 성남시 분당구 판교역로 203, ㈜엔씨소프트빌딩  옆 판교테크노파크공원 공공화장실 앞(삼평동)",37.3987963,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 667-7번지 ㈜엔씨소프트 빌딩 옆 저류지 사거리,2011-06,,1,127.1097329,경기도 성남시 분당구 사거리,37.3998419,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 498번지 E13-1블럭 내부 역사공원 앞,2011-06,,1,127.0950818,"경기도 성남시 분당구 판교로 185, 내부역사공원앞 E13동  (판교동)",37.4006362,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 614번지 빛나래어린이 공원 내부,2011-06,,1,127.0986731,,37.4051963,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 620번지 우주어린이공원 내부,2011-06,,1,127.1014047,,37.4041385,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 626번지 환상어린이공원 내부,2011-06,,1,127.1021625,,37.4016245,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 609-3번지 판교벤쳐벨리㈜ 빌딩 건너편(고속도로 방향) 인도,2011-06,,1,127.1006084,,37.4004635,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 697번지 삼성테크윈 뒷편 봇들공원 내부,2011-06,,1,127.1072935,,37.4058385,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 697번지 삼성테크윈 뒷편 봇들공원 내부,2011-06,,1,127.1072935,,37.4058385,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 639번지 화랑공원 내 공연장 앞,2011-06,,1,127.105877,"경기도 성남시 분당구 대왕판교로 609, 화랑공원내공연장앞  (삼평동)",37.3972616,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 717-2번지 송현공원 내부 산책로 입구,2011-06,,1,127.1169442,경기도 성남시 분당구 산책로,37.4084987,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 709-1번지 사송고 앞 삼거리 (봇들마을 1단지 보행자도로),2011-06,,4,127.1156978,"경기도 성남시 분당구 동판교로 275, 사송고 앞 삼거리(삼평동, 봇들마을1단지풍성신미주아파트)",37.4048932,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 710-1번지 송현초등학교 정문 앞 사거리(대로변),2011-06,,3,127.1166048,경기도 성남시 분당구 정문앞사거리,37.4047677,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 3758,2009-12,,1,127.1356035,"경기도 성남시 중원구 제일로 55, (성남동)",37.4318133,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 515-16번지 E8-1블럭 내 보행자 출입로 앞 사거리,2011-06,,1,127.096792,경기도 성남시 분당구 내보행자출입로,37.390889,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 삼평동 139-1,2014-12,,1,127.1176881,,37.3957256,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 621-8번지 F6-1블럭 주택지역 내 음식점(매운세상) 옆,2011-06,,1,127.0892993,,37.3901328,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 595-3번지 F7-1블럭 주택지역 내 음식점(남원추어탕) 옆,2011-06,,1,127.0913864,,37.3903808,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 야탑3동 322-1번지,2014-12,,1,127.134232,"경기도 성남시 분당구 야탑로139번길 11, (야탑동)",37.410757,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 597번지 너울어린이공원 내부,2011-06,,1,127.0914888,,37.3898799,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 589-1번지 F7-1블럭 주택지역과 교회 사이 구름다리 앞,2011-06,,1,127.091694,,37.3894672,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 605-9번지 F7-1블럭 주택지역 내 주출입구 사거리,2011-06,,1,127.0931421,경기도 성남시 분당구 사거리,37.3900836,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 586-8번지 F7-1블럭 주택지역 내 상가(유기농산물 판매점) 앞,2011-06,,1,127.0934163,,37.3892742,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 636-1번지 판교초등학교 앞 삼거리,2011-06,,4,127.0909846,경기도 성남시 분당구 앞삼거리,37.3873913,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 647-2번지 낙생고등학교 옆 휴계공원 입구,2011-06,,5,127.1000703,,37.3860811,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 658번지 E9-1블럭 주택지역 내 주출입구,2011-06,,1,127.0978334,"경기도 성남시 분당구 판교원로286번길 3, 주택 E9동  지역 내 주출입구(판교동)",37.386469,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 삼평동 616-2번지 만도중앙연구소옆,2011-06,,1,127.1164218,,37.4062829,교통단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 신흥1동 5131,2009-11,,1,127.1425442,"경기도 성남시 수정구 수정남로132번길 13-1, (신흥동)",37.4419576,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 신흥1동 6154,2009-11,,1,127.1391996,"경기도 성남시 수정구 수정남로98번길 15, (신흥동)",37.4407304,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 신흥2동 952-26,2009-11,,1,127.1463421,"경기도 성남시 수정구 수정로274번길 5, (신흥동)",37.4489522,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 신흥2동 1811,2009-11,,1,127.1462199,"경기도 성남시 수정구 수정로252번길 10-1, (신흥동)",37.4468743,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 신흥3동 3435,2012-07,,1,127.1441357,"경기도 성남시 수정구 수정로 218, (신흥동)",37.4443074,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평1동 6953,2009-11,,1,127.1267641,"경기도 성남시 수정구 수정로57번길 5, (태평동)",37.4399787,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평2동 3295-3,2009-11,,1,127.1373715,"경기도 성남시 수정구 남문로94번길 12, (태평동)",37.4459171,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평3동 3745-17,2009-11,,1,127.1319293,"경기도 성남시 수정구 제일로188번길 15-11, (태평동)",37.4440148,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평3동 4010,2009-11,,1,127.1320531,"경기도 성남시 수정구 탄리로131번길 15, (태평동)",37.4467982,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 수진1동 1222,2009-11,,1,127.1339427,"경기도 성남시 수정구 수정남로48번길 26, (수진동)",37.4382681,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 수진2동 3375,2011-09,,1,127.1312808,"경기도 성남시 수정구 수정남로30번길 4, (수진동)",37.4395984,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 산성동 219,2009-12,,1,127.1539218,"경기도 성남시 수정구 수정남로335번길 7, (산성동)",37.4577209,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 산성동 1436,2009-12,,1,127.1503392,"경기도 성남시 수정구 수정남로289번길 8-1, (산성동)",37.4545757,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 삼평동 618번지 우림W-CITY 옆,2011-06,,1,127.1000178,"경기도 성남시 분당구 판교로255번길 9-22, CITY옆 W동  우림(삼평동)",37.4038624,교통단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 양지동 617,2011-09,,1,127.1615593,"경기도 성남시 수정구 양지로27번길 7, (양지동)",37.4575302,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 시흥동 169-3(시흥2교 주변),2011-09,,1,127.1042851,,37.4265081,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 복정동 185,2012-07,,1,127.1364617,"경기도 성남시 수정구 복정안골로 10, (복정동)",37.4642057,쓰레기단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 639번지 화랑공원 내 메인광장 내부,2011-06,,1,127.105877,"경기도 성남시 분당구 대왕판교로 609, 화랑공원내메인광장내부  (삼평동)",37.3972616,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 639번지 화랑공원 입구 (크린타워 앞 사거리),2011-06,,5,127.105877,"경기도 성남시 분당구 대왕판교로 609, 크린타워  화랑공원 입구(삼평동)",37.3972616,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 717-1번지 송현공원 앞 출입구 (대로변),2011-06,,1,127.1155938,,37.4075845,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 745-1번지 봇들마을 9단지 앞 저류지 입구(대교),2011-06,,1,127.1170355,"경기도 성남시 분당구 동판교로 156, 앞 저류지 입구 대교(삼평동, 봇들마을9단지금호어울림아파트)",37.3975462,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 738-1번지 봇들마을 단지 보행자 출입구 앞,2011-06,,1,127.1166517,,37.3972751,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 711번지(삼평어린이집),2014-11,,1,127.115869,"경기도 성남시 분당구 동판교로 268, 삼평어린이집  (삼평동)",37.4060884,어린이보호,,2018-04-01,200,031-729-2482
